sample_id,input,expected_verdict,expected_signal
sms_phish_0218,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,suspicious,
sms_safe_0219,Nothing. Can...,likely_safe,
sms_safe_0220,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",likely_safe,
sms_phish_0221,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,suspicious,
sms_phish_0222,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,suspicious,
sms_phish_0223,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,suspicious,
sms_safe_0224,Hi.what you think about match?,likely_safe,
sms_safe_0225,He also knows about lunch menu only da. . I know,likely_safe,
sms_phish_0226,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",suspicious,
sms_phish_0227,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,suspicious,
sms_safe_0228,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,likely_safe,
sms_phish_0229,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",suspicious,
sms_phish_0230,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,suspicious,
sms_phish_0231,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",suspicious,
sms_phish_0232,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,suspicious,
sms_phish_0233,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,suspicious,
sms_phish_0234,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,suspicious,
sms_safe_0235,I see the letter B on my car,likely_safe,
sms_safe_0236,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,likely_safe,
sms_phish_0237,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,suspicious,
sms_phish_0238,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,suspicious,
sms_phish_0239,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,suspicious,
sms_phish_0240,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,suspicious,
sms_phish_0241,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,suspicious,
sms_safe_0242,Sian... Aft meeting supervisor got work 2 do liao... U working now?,likely_safe,
sms_phish_0243,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",suspicious,
sms_safe_0244,Dont pick up d call when something important is There to tell. Hrishi,likely_safe,
sms_phish_0245,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),suspicious,
sms_safe_0246,Ya very nice. . .be ready on thursday,likely_safe,
sms_phish_0247,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",suspicious,
sms_phish_0248,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,suspicious,
sms_safe_0249,"Aight, I'll text you when I'm back",likely_safe,
sms_safe_0250,How many times i told in the stage all use to laugh. You not listen aha.,likely_safe,
sms_phish_0251,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",suspicious,
sms_phish_0252,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,suspicious,
sms_phish_0253,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,suspicious,
sms_safe_0254,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,likely_safe,
sms_safe_0255,We're on the opposite side from where we dropped you off,likely_safe,
sms_safe_0256,Que pases un buen tiempo or something like that,likely_safe,
sms_phish_0257,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,suspicious,
sms_phish_0258,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",suspicious,
sms_safe_0259,She.s find. I sent you an offline message to know how anjola's now.,likely_safe,
sms_phish_0260,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",suspicious,
sms_safe_0261,I dont. Can you send it to me. Plus how's mode.,likely_safe,
sms_phish_0262,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,suspicious,
sms_safe_0263,They don't put that stuff on the roads to keep it from getting slippery over there?,likely_safe,
sms_phish_0264,You have 1 new voicemail. Please call 08719181503,suspicious,
sms_phish_0265,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",suspicious,
sms_safe_0266,Dunno y u ask me.,likely_safe,
sms_safe_0267,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,likely_safe,
sms_safe_0268,Ok... Then r we meeting later?,likely_safe,
sms_safe_0269,Call me when you get the chance plz &lt;3,likely_safe,
sms_phish_0270,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,suspicious,
sms_safe_0271,Shhhhh nobody is supposed to know!,likely_safe,
sms_safe_0272,"Awesome, be there in a minute",likely_safe,
sms_safe_0273,Holy living christ what is taking you so long,likely_safe,
sms_phish_0274,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,suspicious,
sms_safe_0275,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,likely_safe,
sms_phish_0276,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",suspicious,
sms_phish_0277,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max,suspicious,
sms_safe_0278,K:)i will give my kvb acc details:),likely_safe,
sms_phish_0279,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,suspicious,
sms_safe_0280,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,likely_safe,
sms_phish_0281,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,suspicious,
sms_safe_0282,Ok lor Ì_ reaching then message me.,likely_safe,
sms_phish_0283,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",suspicious,
sms_safe_0284,You will be in the place of that man,likely_safe,
sms_safe_0285,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,likely_safe,
sms_safe_0286,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,likely_safe,
sms_safe_0287,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,likely_safe,
sms_phish_0288,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",suspicious,
sms_phish_0289,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",suspicious,
sms_phish_0290,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,suspicious,
sms_safe_0291,Was it something u ate?,likely_safe,
sms_phish_0292,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,suspicious,
sms_phish_0293,ringtoneking 84484,suspicious,
sms_phish_0294,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,suspicious,
sms_phish_0295,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),suspicious,
sms_phish_0296,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,suspicious,
sms_phish_0297,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,suspicious,
sms_safe_0298,Yeah sure I'll leave in a min,likely_safe,
sms_safe_0299,Ok i shall talk to him,likely_safe,
sms_safe_0300,I've reached home finally...,likely_safe,
sms_safe_0301,"I wake up long ago already... Dunno, what other thing?",likely_safe,
sms_safe_0302,Still chance there. If you search hard you will get it..let have a try :),likely_safe,
sms_phish_0303,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,suspicious,
sms_phish_0304,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",suspicious,
sms_phish_0305,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",suspicious,
sms_safe_0306,Oh ho. Is this the first time u use these type of words,likely_safe,
sms_safe_0307,Happy new year to u too!,likely_safe,
sms_phish_0308,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,suspicious,
sms_phish_0309,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,suspicious,
sms_safe_0310,"Yeah, probably here for a while",likely_safe,
sms_safe_0311,Sorry i'm not free...,likely_safe,
sms_safe_0312,So wat's da decision?,likely_safe,
sms_safe_0313,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,likely_safe,
sms_phish_0314,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",suspicious,
sms_safe_0315,Happy birthday... May all ur dreams come true...,likely_safe,
sms_safe_0316,I called and said all to him:)then he have to choose this future.,likely_safe,
sms_safe_0317,Really? I crashed out cuddled on my sofa.,likely_safe,
sms_safe_0318,"Haha awesome, I might need to take you up on that, what you doin tonight?",likely_safe,
sms_phish_0319,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",suspicious,
sms_phish_0320,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,suspicious,
sms_safe_0321,Who's there say hi to our drugdealer,likely_safe,
sms_phish_0322,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,suspicious,
sms_safe_0323,Life style garments account no please.,likely_safe,
sms_safe_0324,Yup n her fren lor. I'm meeting my fren at 730.,likely_safe,
sms_phish_0325,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,suspicious,
sms_phish_0326,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,suspicious,
sms_phish_0327,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,suspicious,
sms_phish_0328,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,suspicious,
sms_phish_0329,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,suspicious,
sms_safe_0330,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",likely_safe,
sms_phish_0331,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",suspicious,
sms_phish_0332,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",suspicious,
sms_safe_0333,get ready to moan and scream :),likely_safe,
sms_phish_0334,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,suspicious,
sms_phish_0335,RCT' THNQ Adrian for U text. Rgds Vatian,suspicious,
sms_phish_0336,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",suspicious,
sms_phish_0337,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,suspicious,
sms_safe_0338,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,likely_safe,
sms_phish_0339,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",suspicious,
sms_safe_0340,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,likely_safe,
sms_phish_0341,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,suspicious,
sms_safe_0342,Thankyou so much for the call. I appreciate your care.,likely_safe,
sms_safe_0343,Not a drop in the tank,likely_safe,
sms_safe_0344,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,likely_safe,
sms_safe_0345,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair.,likely_safe,
sms_safe_0346,Yes just finished watching days of our lives. I love it.,likely_safe,
sms_phish_0347,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,suspicious,
sms_phish_0348,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,suspicious,
sms_safe_0349,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,likely_safe,
sms_phish_0350,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,suspicious,
sms_safe_0351,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,likely_safe,
sms_phish_0352,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,suspicious,
sms_safe_0353,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,likely_safe,
sms_phish_0354,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,suspicious,
sms_phish_0355,Please CALL 08712402578 immediately as there is an urgent message waiting for you,suspicious,
sms_phish_0356,Adult 18 Content Your video will be with you shortly,suspicious,
sms_phish_0357,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,suspicious,
sms_safe_0358,Hi dear we saw dear. We both are happy. Where you my battery is low,likely_safe,
sms_safe_0359,"Coffee cake, i guess...",likely_safe,
sms_safe_0360,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,likely_safe,
sms_safe_0361,Oh ok no prob..,likely_safe,
sms_safe_0362,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,likely_safe,
sms_phish_0363,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,suspicious,
sms_safe_0364,"Greetings me, ! Consider yourself excused.",likely_safe,
sms_safe_0365,Dear where you will be when i reach there,likely_safe,
sms_safe_0366,Yes princess! I want to catch you with my big strong hands...,likely_safe,
sms_phish_0367,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,suspicious,
sms_phish_0368,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,suspicious,
sms_safe_0369,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,likely_safe,
sms_phish_0370,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",suspicious,
sms_safe_0371,I'm hungry buy smth home...,likely_safe,
sms_phish_0372,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,suspicious,
sms_phish_0373,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,suspicious,
sms_phish_0374,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,suspicious,
sms_phish_0375,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,suspicious,
sms_phish_0376,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,suspicious,
sms_phish_0377,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,suspicious,
sms_phish_0378,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",suspicious,
sms_phish_0379,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,suspicious,
sms_phish_0380,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,suspicious,
sms_phish_0381,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,suspicious,
sms_phish_0382,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,suspicious,
sms_safe_0383,I havent add Ì_ yet right..,likely_safe,
sms_phish_0384,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,suspicious,
sms_phish_0385,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,suspicious,
sms_phish_0386,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",suspicious,
sms_phish_0387,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",suspicious,
sms_safe_0388,I can take you at like noon,likely_safe,
sms_phish_0389,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,suspicious,
sms_phish_0390,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",suspicious,
sms_phish_0391,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",suspicious,
sms_phish_0392,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,suspicious,
sms_safe_0393,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,likely_safe,
sms_safe_0394,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,likely_safe,
sms_safe_0395,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",likely_safe,
sms_phish_0396,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,suspicious,
sms_safe_0397,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,likely_safe,
sms_safe_0398,So i could kiss and feel you next to me...,likely_safe,
sms_safe_0399,Xy trying smth now. U eat already? We havent...,likely_safe,
sms_safe_0400,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply",likely_safe,
sms_phish_0401,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",suspicious,
sms_phish_0402,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",suspicious,
sms_phish_0403,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",suspicious,
sms_safe_0404,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,likely_safe,
sms_phish_0405,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,suspicious,
sms_safe_0406,Ard 6 like dat lor.,likely_safe,
sms_safe_0407,Should I be stalking u?,likely_safe,
sms_phish_0408,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,suspicious,
sms_phish_0409,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,suspicious,
sms_safe_0410,"Better than bb. If he wont use it, his wife will or them doctor",likely_safe,
sms_safe_0411,K tell me anything about you.,likely_safe,
sms_phish_0412,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",suspicious,
sms_phish_0413,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,suspicious,
sms_safe_0414,At home also.,likely_safe,
sms_safe_0415,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",likely_safe,
sms_safe_0416,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,likely_safe,
sms_safe_0417,I.ll hand her my phone to chat wit u,likely_safe,
sms_safe_0418,"Jay told me already, will do",likely_safe,
sms_phish_0419,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,suspicious,
sms_safe_0420,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",likely_safe,
sms_safe_0421,Where r we meeting?,likely_safe,
sms_safe_0422,But i haf enuff space got like 4 mb...,likely_safe,
sms_safe_0423,\SHIT BABE.. THASA BIT MESSED UP.YEH,likely_safe,
sms_safe_0424,Thanks for sending this mental ability question..,likely_safe,
sms_phish_0425,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,suspicious,
sms_safe_0426,Mum ask Ì_ to buy food home...,likely_safe,
sms_safe_0427,Change windows logoff sound..,likely_safe,
sms_safe_0428,"Sorry, went to bed early, nightnight",likely_safe,
sms_phish_0429,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,suspicious,
sms_safe_0430,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,likely_safe,
sms_safe_0431,"yeah, that's what I was thinking",likely_safe,
sms_phish_0432,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,suspicious,
sms_phish_0433,Call FREEPHONE 0800 542 0578 now!,suspicious,
sms_safe_0434,cool. We will have fun practicing making babies!,likely_safe,
sms_safe_0435,"I hav almost reached. Call, i m unable to connect u.",likely_safe,
sms_safe_0436,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,likely_safe,
sms_phish_0437,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,suspicious,
sms_phish_0438,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,suspicious,
sms_safe_0439,Oh ho. Is this the first time u use these type of words,likely_safe,
sms_phish_0440,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,suspicious,
